m_reaction,m_gene_reaction_rule,m_metabolites,m_subsystem,m_gene,seq_uniprot,seq_kegg,seq_mapped_pdbs,seq_domains,seq_file,struct_id,struct_is_experimental,struct_percent_seq_cov,struct_pdb,struct_resolution,struct_chemicals,struct_domains,struct_homology_template,struct_file
2AGPE180tipp,b2835,2agpe180_c;2agpe180_p,"Transport, Inner Membrane",b2835,P39196,ecj:JW2803;eco:b2835,,,P39196.fasta,REP-LPLT_ECOLI,False,1.0,,,,,1pw4,LPLT_ECOLI_model1_clean-X_clean.pdb
2AGPE181tipp,b2835,2agpe181_c;2agpe181_p,"Transport, Inner Membrane",b2835,P39196,ecj:JW2803;eco:b2835,,,P39196.fasta,REP-LPLT_ECOLI,False,1.0,,,,,1pw4,LPLT_ECOLI_model1_clean-X_clean.pdb
2AGPEAT120,b2836,pe120_c;atp_c;ddca_c;ppi_c;amp_c;2agpe120_c,Glycerophospholipid Metabolism,b2836,P31119,ecj:JW2804;eco:b2836,,,P31119.fasta,REP-AAS_ECOLI,False,1.0,,,,,1mdf,AAS_ECOLI_model1_clean-X_clean.pdb
2AGPEAT140,b2836,atp_c;pe140_c;ppi_c;2agpe140_c;amp_c;ttdca_c,Glycerophospholipid Metabolism,b2836,P31119,ecj:JW2804;eco:b2836,,,P31119.fasta,REP-AAS_ECOLI,False,1.0,,,,,1mdf,AAS_ECOLI_model1_clean-X_clean.pdb
2AGPEAT141,b2836,atp_c;ppi_c;amp_c;ttdcea_c;pe141_c;2agpe141_c,Glycerophospholipid Metabolism,b2836,P31119,ecj:JW2804;eco:b2836,,,P31119.fasta,REP-AAS_ECOLI,False,1.0,,,,,1mdf,AAS_ECOLI_model1_clean-X_clean.pdb
2AGPEAT160,b2836,atp_c;2agpe160_c;ppi_c;amp_c;hdca_c;pe160_c,Glycerophospholipid Metabolism,b2836,P31119,ecj:JW2804;eco:b2836,,,P31119.fasta,REP-AAS_ECOLI,False,1.0,,,,,1mdf,AAS_ECOLI_model1_clean-X_clean.pdb
2AGPEAT161,b2836,atp_c;ppi_c;2agpe161_c;hdcea_c;pe161_c;amp_c,Glycerophospholipid Metabolism,b2836,P31119,ecj:JW2804;eco:b2836,,,P31119.fasta,REP-AAS_ECOLI,False,1.0,,,,,1mdf,AAS_ECOLI_model1_clean-X_clean.pdb
2AGPEAT180,b2836,pe180_c;atp_c;ppi_c;amp_c;ocdca_c;2agpe180_c,Glycerophospholipid Metabolism,b2836,P31119,ecj:JW2804;eco:b2836,,,P31119.fasta,REP-AAS_ECOLI,False,1.0,,,,,1mdf,AAS_ECOLI_model1_clean-X_clean.pdb
2AGPEAT181,b2836,2agpe181_c;atp_c;ocdcea_c;ppi_c;amp_c;pe181_c,Glycerophospholipid Metabolism,b2836,P31119,ecj:JW2804;eco:b2836,,,P31119.fasta,REP-AAS_ECOLI,False,1.0,,,,,1mdf,AAS_ECOLI_model1_clean-X_clean.pdb
2AGPG120tipp,b2835,2agpg120_c;2agpg120_p,"Transport, Inner Membrane",b2835,P39196,ecj:JW2803;eco:b2835,,,P39196.fasta,REP-LPLT_ECOLI,False,1.0,,,,,1pw4,LPLT_ECOLI_model1_clean-X_clean.pdb
2AGPG140tipp,b2835,2agpg140_p;2agpg140_c,"Transport, Inner Membrane",b2835,P39196,ecj:JW2803;eco:b2835,,,P39196.fasta,REP-LPLT_ECOLI,False,1.0,,,,,1pw4,LPLT_ECOLI_model1_clean-X_clean.pdb
2AGPG141tipp,b2835,2agpg141_p;2agpg141_c,"Transport, Inner Membrane",b2835,P39196,ecj:JW2803;eco:b2835,,,P39196.fasta,REP-LPLT_ECOLI,False,1.0,,,,,1pw4,LPLT_ECOLI_model1_clean-X_clean.pdb
2AGPG160tipp,b2835,2agpg160_c;2agpg160_p,"Transport, Inner Membrane",b2835,P39196,ecj:JW2803;eco:b2835,,,P39196.fasta,REP-LPLT_ECOLI,False,1.0,,,,,1pw4,LPLT_ECOLI_model1_clean-X_clean.pdb
2AGPG161tipp,b2835,2agpg161_c;2agpg161_p,"Transport, Inner Membrane",b2835,P39196,ecj:JW2803;eco:b2835,,,P39196.fasta,REP-LPLT_ECOLI,False,1.0,,,,,1pw4,LPLT_ECOLI_model1_clean-X_clean.pdb
2AGPG180tipp,b2835,2agpg180_p;2agpg180_c,"Transport, Inner Membrane",b2835,P39196,ecj:JW2803;eco:b2835,,,P39196.fasta,REP-LPLT_ECOLI,False,1.0,,,,,1pw4,LPLT_ECOLI_model1_clean-X_clean.pdb
2AGPG181tipp,b2835,2agpg181_p;2agpg181_c,"Transport, Inner Membrane",b2835,P39196,ecj:JW2803;eco:b2835,,,P39196.fasta,REP-LPLT_ECOLI,False,1.0,,,,,1pw4,LPLT_ECOLI_model1_clean-X_clean.pdb
2AGPGAT120,b2836,atp_c;ddca_c;ppi_c;amp_c;pg120_c;2agpg120_c,Glycerophospholipid Metabolism,b2836,P31119,ecj:JW2804;eco:b2836,,,P31119.fasta,REP-AAS_ECOLI,False,1.0,,,,,1mdf,AAS_ECOLI_model1_clean-X_clean.pdb
2AGPGAT140,b2836,atp_c;ppi_c;pg140_c;amp_c;2agpg140_c;ttdca_c,Glycerophospholipid Metabolism,b2836,P31119,ecj:JW2804;eco:b2836,,,P31119.fasta,REP-AAS_ECOLI,False,1.0,,,,,1mdf,AAS_ECOLI_model1_clean-X_clean.pdb
2AGPGAT141,b2836,2agpg141_c;atp_c;pg141_c;ppi_c;amp_c;ttdcea_c,Glycerophospholipid Metabolism,b2836,P31119,ecj:JW2804;eco:b2836,,,P31119.fasta,REP-AAS_ECOLI,False,1.0,,,,,1mdf,AAS_ECOLI_model1_clean-X_clean.pdb
2AGPGAT160,b2836,2agpg160_c;atp_c;ppi_c;amp_c;pg160_c;hdca_c,Glycerophospholipid Metabolism,b2836,P31119,ecj:JW2804;eco:b2836,,,P31119.fasta,REP-AAS_ECOLI,False,1.0,,,,,1mdf,AAS_ECOLI_model1_clean-X_clean.pdb
2AGPGAT161,b2836,atp_c;2agpg161_c;ppi_c;hdcea_c;pg161_c;amp_c,Glycerophospholipid Metabolism,b2836,P31119,ecj:JW2804;eco:b2836,,,P31119.fasta,REP-AAS_ECOLI,False,1.0,,,,,1mdf,AAS_ECOLI_model1_clean-X_clean.pdb
2AGPGAT180,b2836,pg180_c;atp_c;ppi_c;amp_c;ocdca_c;2agpg180_c,Glycerophospholipid Metabolism,b2836,P31119,ecj:JW2804;eco:b2836,,,P31119.fasta,REP-AAS_ECOLI,False,1.0,,,,,1mdf,AAS_ECOLI_model1_clean-X_clean.pdb
2AGPGAT181,b2836,ocdcea_c;atp_c;2agpg181_c;ppi_c;amp_c;pg181_c,Glycerophospholipid Metabolism,b2836,P31119,ecj:JW2804;eco:b2836,,,P31119.fasta,REP-AAS_ECOLI,False,1.0,,,,,1mdf,AAS_ECOLI_model1_clean-X_clean.pdb
2DDARAA,(b4298 or b0268),2ddara_c;pyr_c;gcald_c,Alternate Carbon Metabolism,b0268,P75682,ecj:JW0261;eco:b0268,2V8Z;2V9D;3N2X;3NEV;4OE7;4ONV;4PTN;4U4M,PDP:4PTNAa;PDP:3N2XAa,P75682.fasta,REP-4oe7,True,0.9644012944983819,4oe7,1.99,GOL;GXP;GXT;GXS;EDO;MG;PYR,PDP:4PTNAa,,4oe7-A_clean.pdb
2DDARAA,(b4298 or b0268),2ddara_c;pyr_c;gcald_c,Alternate Carbon Metabolism,b4298,P39359,ecj:JW5775;eco:b4298,,,P39359.fasta,REP-YJHH_ECOLI,False,1.0,,,,,3si9,YJHH_ECOLI_model1_clean-X_clean.pdb
2DGLCptspp,(b2415 and b1817 and b1819 and b2416 and b1818),pep_c;2dglc_p;pyr_c;2doxg6p_c,"Transport, Inner Membrane",b2416,P08839,ecj:JW2409;eco:b2416,1EZA;1EZB;1EZC;1EZD;1ZYM;2EZA;2EZB;2EZC;2HWG;2KX9;2L5H;2MP0;2N5T;2XDF;3EZA;3EZB;3EZE,d1zyma1;d1zyma2;PDP:2HROAa;PDP:2HROAb;PDP:2HROAc,P08839.fasta,REP-2hwg,True,0.9634782608695652,2hwg,2.7,MG;OXL,PDP:2HROAa;PDP:2HROAb;PDP:2HROAc,,2hwg-A_clean.pdb
2DGLCptspp,(b2415 and b1817 and b1819 and b2416 and b1818),pep_c;2dglc_p;pyr_c;2doxg6p_c,"Transport, Inner Membrane",b1817,P69797,ecj:JW1806;eco:b1817,1PDO;1VRC;1VSQ;2JZH;2JZN;2JZO,d1pdoa_;d1nrza_,P69797.fasta,REP-PTNAB_ECOLI,False,1.0,,,,,2jzn,PTNAB_ECOLI_model1_clean-X_clean.pdb
2DGLCptspp,(b2415 and b1817 and b1819 and b2416 and b1818),pep_c;2dglc_p;pyr_c;2doxg6p_c,"Transport, Inner Membrane",b1818,P69801,ecj:JW1807;eco:b1818,,,P69801.fasta,REP-PTNC_ECOLI,False,1.0,,,,,,PTNC_ECOLI_model1_clean-X_clean.pdb
2DGLCptspp,(b2415 and b1817 and b1819 and b2416 and b1818),pep_c;2dglc_p;pyr_c;2doxg6p_c,"Transport, Inner Membrane",b1819,P69805,ecj:JW1808;eco:b1819,6K1H,,P69805.fasta,REP-6k1h,True,0.9300699300699301,6k1h,3.52,MAN,,,6k1h-C_clean.pdb
2DGLCptspp,(b2415 and b1817 and b1819 and b2416 and b1818),pep_c;2dglc_p;pyr_c;2doxg6p_c,"Transport, Inner Membrane",b2415,P0AA04,ecj:JW2408;eco:b2415,1CM2;1CM3;1GGR;1HDN;1J6T;1OPD;1PFH;1POH;1VRC;2JEL;2LRK;2LRL;2XDF;3CCD;3EZA;3EZB;3EZE;4XWJ;5YA0;5YA1;5YA2,PDP:3CCDAa,P0AA04.fasta,REP-3ccd,True,0.9764705882352941,3ccd,1.0,SO4,PDP:3CCDAa,,3ccd-A_clean.pdb
2DGLCtex,(b1377 or b0241 or b2215 or b0929),2dglc_p;2dglc_e,"Transport, Outer Membrane",b0241,P02932,ecj:JW0231;eco:b0241,1PHO,PDP:5FVNAa,P02932.fasta,REP-PHOE_ECOLI,False,1.0,,,,,1pho,PHOE_ECOLI_model1_clean-X_clean.pdb
2DGLCtex,(b1377 or b0241 or b2215 or b0929),2dglc_p;2dglc_e,"Transport, Outer Membrane",b1377,P77747,ecj:JW1371;eco:b1377,,,P77747.fasta,REP-OMPN_ECOLI,False,1.0,,,,,2ixx,OMPN_ECOLI_model1_clean-X_clean.pdb
2DGLCtex,(b1377 or b0241 or b2215 or b0929),2dglc_p;2dglc_e,"Transport, Outer Membrane",b2215,P06996,ecj:JW2203;eco:b2215,2J1N;2J4U;2ZLE;4A8D,PDP:5FVNAa,P06996.fasta,REP-2j1n,True,0.9427792915531336,2j1n,2.0,CL;MG;D12,PDP:5FVNAa,,2j1n-A_clean.pdb
2DGLCtex,(b1377 or b0241 or b2215 or b0929),2dglc_p;2dglc_e,"Transport, Outer Membrane",b0929,P02931,ecj:JW0912;eco:b0929,1BT9;1GFM;1GFN;1GFO;1GFP;1GFQ;1HXT;1HXU;1HXX;1MPF;1OPF;2OMF;2ZFG;2ZLD;3FYX;3HW9;3HWB;3K19;3K1B;3O0E;3POQ;3POU;3POX;4D5U;4GCP;4GCQ;4GCS;4JFB;4LSE;4LSF;4LSH;4LSI;5NUO;5NUQ;5NUR,PDP:5FVNAa,P02931.fasta,REP-2zfg,True,0.93646408839779,2zfg,1.59,MG;C8E,PDP:5FVNAa,,2zfg-A_clean.pdb
2DGULRGx,b3553,glcn_c;nadh_c;h_c;nad_c;2dhguln_c,Alternate Carbon Metabolism,b3553,P37666,ecj:JW5656;eco:b3553,,,P37666.fasta,REP-GHRB_ECOLI,False,1.0,,,,,2dbz,GHRB_ECOLI_model1_clean-X_clean.pdb
2DGULRGy,b3553,glcn_c;nadp_c;nadph_c;h_c;2dhguln_c,Alternate Carbon Metabolism,b3553,P37666,ecj:JW5656;eco:b3553,,,P37666.fasta,REP-GHRB_ECOLI,False,1.0,,,,,2dbz,GHRB_ECOLI_model1_clean-X_clean.pdb
2DGULRx,b3553,idon__L_c;nadh_c;h_c;nad_c;2dhguln_c,Alternate Carbon Metabolism,b3553,P37666,ecj:JW5656;eco:b3553,,,P37666.fasta,REP-GHRB_ECOLI,False,1.0,,,,,2dbz,GHRB_ECOLI_model1_clean-X_clean.pdb
2DGULRy,b3553,idon__L_c;nadp_c;nadph_c;h_c;2dhguln_c,Alternate Carbon Metabolism,b3553,P37666,ecj:JW5656;eco:b3553,,,P37666.fasta,REP-GHRB_ECOLI,False,1.0,,,,,2dbz,GHRB_ECOLI_model1_clean-X_clean.pdb
2DOXG6PP,(b3826 or b1727 or b2293 or b0446),2doxg6p_c;h2o_c;2dglc_c;pi_c,Alternate Carbon Metabolism,b2293,P77625,ecj:JW5376;eco:b2293,,,P77625.fasta,REP-YFBT_ECOLI,False,1.0,,,,,2qlt,YFBT_ECOLI_model1_clean-X_clean.pdb
2DOXG6PP,(b3826 or b1727 or b2293 or b0446),2doxg6p_c;h2o_c;2dglc_c;pi_c,Alternate Carbon Metabolism,b3826,P27848,ecj:JW5854;eco:b3826,,,P27848.fasta,REP-YIGL_ECOLI,False,1.0,,,,,1nf2,YIGL_ECOLI_model1_clean-X_clean.pdb
2DOXG6PP,(b3826 or b1727 or b2293 or b0446),2doxg6p_c;h2o_c;2dglc_c;pi_c,Alternate Carbon Metabolism,b0446,P46891,ecj:JW0436;eco:b0446,,,P46891.fasta,REP-COF_ECOLI,False,1.0,,,,,1nf2,COF_ECOLI_model1_clean-X_clean.pdb
2DOXG6PP,(b3826 or b1727 or b2293 or b0446),2doxg6p_c;h2o_c;2dglc_c;pi_c,Alternate Carbon Metabolism,b1727,P77247,ecj:JW1716;eco:b1727,1TE2,d1te2a_,P77247.fasta,REP-1te2,True,0.9459459459459459,1te2,1.76,CA;PGA,d1te2a_,,1te2-A_clean.pdb
2HESR,(b2989 or b2302),dtgcl_c;gthrd_c;mercpeth_c;gthox_c,Alternate Carbon Metabolism,b2302,P77526,ecj:JW2299;eco:b2302,3GX0;5HFK,PDP:4MF5Aa;PDP:4MF5Ab,P77526.fasta,REP-5hfk,True,0.9534883720930233,5hfk,1.551,GSH,PDP:4MF5Aa;PDP:4MF5Ab,,5hfk-A_clean.pdb
2HESR,(b2989 or b2302),dtgcl_c;gthrd_c;mercpeth_c;gthox_c,Alternate Carbon Metabolism,b2989,Q46845,ecj:JW5492;eco:b2989,3C8E,PDP:3C8EAa;PDP:3C8EAb,Q46845.fasta,REP-3c8e,True,0.9861111111111112,3c8e,1.5,GSH,PDP:3C8EAa;PDP:3C8EAb,,3c8e-A_clean.pdb
2HPTCOAT,b1400,2hptcl_c;h2o_c;coa_c;2hptcoa_c,Alternate Carbon Metabolism,b1400,P77181,ecj:JW1395;eco:b1400,,,P77181.fasta,REP-PAAY_ECOLI,False,1.0,,,,,2fko,PAAY_ECOLI_model1_clean-X_clean.pdb
2MAHMP,(b0446 or b1134),4ampm_c;h2o_c;pi_c;h_c;2mahmp_c,Cofactor and Prosthetic Group Biosynthesis,b1134,P0AEI6,ecj:JW1120;eco:b1134,,,P0AEI6.fasta,REP-4nfx,True,1.0,4nfx,2.690000057220459,,,,4nfx-A_clean.pdb
2MAHMP,(b0446 or b1134),4ampm_c;h2o_c;pi_c;h_c;2mahmp_c,Cofactor and Prosthetic Group Biosynthesis,b0446,P46891,ecj:JW0436;eco:b0446,,,P46891.fasta,REP-COF_ECOLI,False,1.0,,,,,1nf2,COF_ECOLI_model1_clean-X_clean.pdb
34dhpactex,(b0241 or b0929 or b1377 or b2215),34dhpac_p;34dhpac_e,"Transport, Outer Membrane Porin",b2215,P06996,ecj:JW2203;eco:b2215,2J1N;2J4U;2ZLE;4A8D,PDP:5FVNAa,P06996.fasta,REP-2j1n,True,0.9427792915531336,2j1n,2.0,CL;MG;D12,PDP:5FVNAa,,2j1n-A_clean.pdb
34dhpactex,(b0241 or b0929 or b1377 or b2215),34dhpac_p;34dhpac_e,"Transport, Outer Membrane Porin",b0241,P02932,ecj:JW0231;eco:b0241,1PHO,PDP:5FVNAa,P02932.fasta,REP-PHOE_ECOLI,False,1.0,,,,,1pho,PHOE_ECOLI_model1_clean-X_clean.pdb
34dhpactex,(b0241 or b0929 or b1377 or b2215),34dhpac_p;34dhpac_e,"Transport, Outer Membrane Porin",b0929,P02931,ecj:JW0912;eco:b0929,1BT9;1GFM;1GFN;1GFO;1GFP;1GFQ;1HXT;1HXU;1HXX;1MPF;1OPF;2OMF;2ZFG;2ZLD;3FYX;3HW9;3HWB;3K19;3K1B;3O0E;3POQ;3POU;3POX;4D5U;4GCP;4GCQ;4GCS;4JFB;4LSE;4LSF;4LSH;4LSI;5NUO;5NUQ;5NUR,PDP:5FVNAa,P02931.fasta,REP-2zfg,True,0.93646408839779,2zfg,1.59,MG;C8E,PDP:5FVNAa,,2zfg-A_clean.pdb
34dhpactex,(b0241 or b0929 or b1377 or b2215),34dhpac_p;34dhpac_e,"Transport, Outer Membrane Porin",b1377,P77747,ecj:JW1371;eco:b1377,,,P77747.fasta,REP-OMPN_ECOLI,False,1.0,,,,,2ixx,OMPN_ECOLI_model1_clean-X_clean.pdb
3AMACHYD,b1009,3amac_c;h2o_c;h_c;msa_c;nh4_c,Nucleotide Salvage Pathway,b1009,P75895,ecj:JW0994;eco:b1009,,,P75895.fasta,REP-RUTD_ECOLI,False,1.0,,,,,3v48,RUTD_ECOLI_model1_clean-X_clean.pdb
3AMPtex,(b0241 or b0929 or b1377 or b2215),3amp_p;3amp_e,"Transport, Outer Membrane Porin",b1377,P77747,ecj:JW1371;eco:b1377,,,P77747.fasta,REP-OMPN_ECOLI,False,1.0,,,,,2ixx,OMPN_ECOLI_model1_clean-X_clean.pdb
3AMPtex,(b0241 or b0929 or b1377 or b2215),3amp_p;3amp_e,"Transport, Outer Membrane Porin",b0241,P02932,ecj:JW0231;eco:b0241,1PHO,PDP:5FVNAa,P02932.fasta,REP-PHOE_ECOLI,False,1.0,,,,,1pho,PHOE_ECOLI_model1_clean-X_clean.pdb
3AMPtex,(b0241 or b0929 or b1377 or b2215),3amp_p;3amp_e,"Transport, Outer Membrane Porin",b0929,P02931,ecj:JW0912;eco:b0929,1BT9;1GFM;1GFN;1GFO;1GFP;1GFQ;1HXT;1HXU;1HXX;1MPF;1OPF;2OMF;2ZFG;2ZLD;3FYX;3HW9;3HWB;3K19;3K1B;3O0E;3POQ;3POU;3POX;4D5U;4GCP;4GCQ;4GCS;4JFB;4LSE;4LSF;4LSH;4LSI;5NUO;5NUQ;5NUR,PDP:5FVNAa,P02931.fasta,REP-2zfg,True,0.93646408839779,2zfg,1.59,MG;C8E,PDP:5FVNAa,,2zfg-A_clean.pdb
3AMPtex,(b0241 or b0929 or b1377 or b2215),3amp_p;3amp_e,"Transport, Outer Membrane Porin",b2215,P06996,ecj:JW2203;eco:b2215,2J1N;2J4U;2ZLE;4A8D,PDP:5FVNAa,P06996.fasta,REP-2j1n,True,0.9427792915531336,2j1n,2.0,CL;MG;D12,PDP:5FVNAa,,2j1n-A_clean.pdb
3CMPtex,(b0241 or b0929 or b1377 or b2215),3cmp_p;3cmp_e,"Transport, Outer Membrane Porin",b0929,P02931,ecj:JW0912;eco:b0929,1BT9;1GFM;1GFN;1GFO;1GFP;1GFQ;1HXT;1HXU;1HXX;1MPF;1OPF;2OMF;2ZFG;2ZLD;3FYX;3HW9;3HWB;3K19;3K1B;3O0E;3POQ;3POU;3POX;4D5U;4GCP;4GCQ;4GCS;4JFB;4LSE;4LSF;4LSH;4LSI;5NUO;5NUQ;5NUR,PDP:5FVNAa,P02931.fasta,REP-2zfg,True,0.93646408839779,2zfg,1.59,MG;C8E,PDP:5FVNAa,,2zfg-A_clean.pdb
3CMPtex,(b0241 or b0929 or b1377 or b2215),3cmp_p;3cmp_e,"Transport, Outer Membrane Porin",b1377,P77747,ecj:JW1371;eco:b1377,,,P77747.fasta,REP-OMPN_ECOLI,False,1.0,,,,,2ixx,OMPN_ECOLI_model1_clean-X_clean.pdb
3CMPtex,(b0241 or b0929 or b1377 or b2215),3cmp_p;3cmp_e,"Transport, Outer Membrane Porin",b0241,P02932,ecj:JW0231;eco:b0241,1PHO,PDP:5FVNAa,P02932.fasta,REP-PHOE_ECOLI,False,1.0,,,,,1pho,PHOE_ECOLI_model1_clean-X_clean.pdb
3CMPtex,(b0241 or b0929 or b1377 or b2215),3cmp_p;3cmp_e,"Transport, Outer Membrane Porin",b2215,P06996,ecj:JW2203;eco:b2215,2J1N;2J4U;2ZLE;4A8D,PDP:5FVNAa,P06996.fasta,REP-2j1n,True,0.9427792915531336,2j1n,2.0,CL;MG;D12,PDP:5FVNAa,,2j1n-A_clean.pdb
3GMPtex,(b0241 or b0929 or b1377 or b2215),3gmp_e;3gmp_p,"Transport, Outer Membrane Porin",b0241,P02932,ecj:JW0231;eco:b0241,1PHO,PDP:5FVNAa,P02932.fasta,REP-PHOE_ECOLI,False,1.0,,,,,1pho,PHOE_ECOLI_model1_clean-X_clean.pdb
3GMPtex,(b0241 or b0929 or b1377 or b2215),3gmp_e;3gmp_p,"Transport, Outer Membrane Porin",b1377,P77747,ecj:JW1371;eco:b1377,,,P77747.fasta,REP-OMPN_ECOLI,False,1.0,,,,,2ixx,OMPN_ECOLI_model1_clean-X_clean.pdb
3GMPtex,(b0241 or b0929 or b1377 or b2215),3gmp_e;3gmp_p,"Transport, Outer Membrane Porin",b2215,P06996,ecj:JW2203;eco:b2215,2J1N;2J4U;2ZLE;4A8D,PDP:5FVNAa,P06996.fasta,REP-2j1n,True,0.9427792915531336,2j1n,2.0,CL;MG;D12,PDP:5FVNAa,,2j1n-A_clean.pdb
3GMPtex,(b0241 or b0929 or b1377 or b2215),3gmp_e;3gmp_p,"Transport, Outer Membrane Porin",b0929,P02931,ecj:JW0912;eco:b0929,1BT9;1GFM;1GFN;1GFO;1GFP;1GFQ;1HXT;1HXU;1HXX;1MPF;1OPF;2OMF;2ZFG;2ZLD;3FYX;3HW9;3HWB;3K19;3K1B;3O0E;3POQ;3POU;3POX;4D5U;4GCP;4GCQ;4GCS;4JFB;4LSE;4LSF;4LSH;4LSI;5NUO;5NUQ;5NUR,PDP:5FVNAa,P02931.fasta,REP-2zfg,True,0.93646408839779,2zfg,1.59,MG;C8E,PDP:5FVNAa,,2zfg-A_clean.pdb
3HAD100,(b0954 or b0180),tdec2eACP_c;h2o_c;3hdecACP_c,Cell Envelope Biosynthesis,b0180,P0A6Q6,ecj:JW0175;eco:b0180,6N3P,,P0A6Q6.fasta,REP-6n3p,True,0.9536423841059603,6n3p,2.5,XLN,,,6n3p-A_clean.pdb
3HAD100,(b0954 or b0180),tdec2eACP_c;h2o_c;3hdecACP_c,Cell Envelope Biosynthesis,b0954,P0A6Q3,ecj:JW0937;eco:b0954,1MKA;1MKB;4KEH,PDP:5F6RAa,P0A6Q3.fasta,REP-4keh,True,0.9651162790697675,4keh,1.901,1R3,PDP:5F6RAa,,4keh-A_clean.pdb
3HAD120,(b0180 or b0954),h2o_c;tddec2eACP_c;3hddecACP_c,Cell Envelope Biosynthesis,b0954,P0A6Q3,ecj:JW0937;eco:b0954,1MKA;1MKB;4KEH,PDP:5F6RAa,P0A6Q3.fasta,REP-4keh,True,0.9651162790697675,4keh,1.901,1R3,PDP:5F6RAa,,4keh-A_clean.pdb
3HAD120,(b0180 or b0954),h2o_c;tddec2eACP_c;3hddecACP_c,Cell Envelope Biosynthesis,b0180,P0A6Q6,ecj:JW0175;eco:b0180,6N3P,,P0A6Q6.fasta,REP-6n3p,True,0.9536423841059603,6n3p,2.5,XLN,,,6n3p-A_clean.pdb
3HAD121,(b0954 or b0180),h2o_c;t3c5ddeceACP_c;3hcddec5eACP_c,Cell Envelope Biosynthesis,b0954,P0A6Q3,ecj:JW0937;eco:b0954,1MKA;1MKB;4KEH,PDP:5F6RAa,P0A6Q3.fasta,REP-4keh,True,0.9651162790697675,4keh,1.901,1R3,PDP:5F6RAa,,4keh-A_clean.pdb
3HAD121,(b0954 or b0180),h2o_c;t3c5ddeceACP_c;3hcddec5eACP_c,Cell Envelope Biosynthesis,b0180,P0A6Q6,ecj:JW0175;eco:b0180,6N3P,,P0A6Q6.fasta,REP-6n3p,True,0.9536423841059603,6n3p,2.5,XLN,,,6n3p-A_clean.pdb
3HAD140,(b0954 or b0180),h2o_c;tmrs2eACP_c;3hmrsACP_c,Cell Envelope Biosynthesis,b0954,P0A6Q3,ecj:JW0937;eco:b0954,1MKA;1MKB;4KEH,PDP:5F6RAa,P0A6Q3.fasta,REP-4keh,True,0.9651162790697675,4keh,1.901,1R3,PDP:5F6RAa,,4keh-A_clean.pdb
3HAD140,(b0954 or b0180),h2o_c;tmrs2eACP_c;3hmrsACP_c,Cell Envelope Biosynthesis,b0180,P0A6Q6,ecj:JW0175;eco:b0180,6N3P,,P0A6Q6.fasta,REP-6n3p,True,0.9536423841059603,6n3p,2.5,XLN,,,6n3p-A_clean.pdb
3HAD141,(b0954 or b0180),h2o_c;t3c7mrseACP_c;3hcmrs7eACP_c,Cell Envelope Biosynthesis,b0954,P0A6Q3,ecj:JW0937;eco:b0954,1MKA;1MKB;4KEH,PDP:5F6RAa,P0A6Q3.fasta,REP-4keh,True,0.9651162790697675,4keh,1.901,1R3,PDP:5F6RAa,,4keh-A_clean.pdb
3HAD141,(b0954 or b0180),h2o_c;t3c7mrseACP_c;3hcmrs7eACP_c,Cell Envelope Biosynthesis,b0180,P0A6Q6,ecj:JW0175;eco:b0180,6N3P,,P0A6Q6.fasta,REP-6n3p,True,0.9536423841059603,6n3p,2.5,XLN,,,6n3p-A_clean.pdb
3HAD160,(b0954 or b0180),h2o_c;3hpalmACP_c;tpalm2eACP_c,Cell Envelope Biosynthesis,b0180,P0A6Q6,ecj:JW0175;eco:b0180,6N3P,,P0A6Q6.fasta,REP-6n3p,True,0.9536423841059603,6n3p,2.5,XLN,,,6n3p-A_clean.pdb
3HAD160,(b0954 or b0180),h2o_c;3hpalmACP_c;tpalm2eACP_c,Cell Envelope Biosynthesis,b0954,P0A6Q3,ecj:JW0937;eco:b0954,1MKA;1MKB;4KEH,PDP:5F6RAa,P0A6Q3.fasta,REP-4keh,True,0.9651162790697675,4keh,1.901,1R3,PDP:5F6RAa,,4keh-A_clean.pdb
3HAD161,(b0954 or b0180),3hcpalm9eACP_c;t3c9palmeACP_c;h2o_c,Cell Envelope Biosynthesis,b0954,P0A6Q3,ecj:JW0937;eco:b0954,1MKA;1MKB;4KEH,PDP:5F6RAa,P0A6Q3.fasta,REP-4keh,True,0.9651162790697675,4keh,1.901,1R3,PDP:5F6RAa,,4keh-A_clean.pdb
3HAD161,(b0954 or b0180),3hcpalm9eACP_c;t3c9palmeACP_c;h2o_c,Cell Envelope Biosynthesis,b0180,P0A6Q6,ecj:JW0175;eco:b0180,6N3P,,P0A6Q6.fasta,REP-6n3p,True,0.9536423841059603,6n3p,2.5,XLN,,,6n3p-A_clean.pdb
3HAD180,(b0954 or b0180),toctd2eACP_c;h2o_c;3hoctaACP_c,Cell Envelope Biosynthesis,b0180,P0A6Q6,ecj:JW0175;eco:b0180,6N3P,,P0A6Q6.fasta,REP-6n3p,True,0.9536423841059603,6n3p,2.5,XLN,,,6n3p-A_clean.pdb
3HAD180,(b0954 or b0180),toctd2eACP_c;h2o_c;3hoctaACP_c,Cell Envelope Biosynthesis,b0954,P0A6Q3,ecj:JW0937;eco:b0954,1MKA;1MKB;4KEH,PDP:5F6RAa,P0A6Q3.fasta,REP-4keh,True,0.9651162790697675,4keh,1.901,1R3,PDP:5F6RAa,,4keh-A_clean.pdb
