,fatcat_domain,u_uniprot_acc,pdb
1521,PDP:3O3UNb,P0AEX9,3O3U
1522,PDP:3O3UNc,P0AEX9,3O3U
1523,PDP:3O3UNd,P0AEX9,3O3U
1524,PDP:3O3UNe,P0AEX9,3O3U
1525,PDP:3OSRAa,P0AEX9,3OSR
1526,PDP:3OSRAb,P0AEX9,3OSR
1527,PDP:3OSRAc,P0AEX9,3OSR
1531,PDP:3Q27Aa,P0AEX9,3PGF
1532,PDP:3Q27Ab,P0AEX9,3PGF
1533,PDP:3Q27Aa,P0AEX9,3PUV
1534,PDP:3Q27Ab,P0AEX9,3PUV
1535,PDP:3Q27Aa,P0AEX9,3PUW
1536,PDP:3Q27Ab,P0AEX9,3PUW
1537,PDP:3Q27Aa,P0AEX9,3PUX
1538,PDP:3Q27Ab,P0AEX9,3PUX
1539,PDP:3Q27Aa,P0AEX9,3PUY
1540,PDP:3Q27Ab,P0AEX9,3PUY
1541,PDP:3Q27Aa,P0AEX9,3PUZ
1542,PDP:3Q27Ab,P0AEX9,3PUZ
1543,PDP:3Q27Aa,P0AEX9,3PV0
1544,PDP:3Q27Ab,P0AEX9,3PV0
1545,PDP:3PY7Aa,P0AEX9,3PY7
1546,PDP:3PY7Ab,P0AEX9,3PY7
1547,PDP:3PY7Ac,P0AEX9,3PY7
1548,PDP:3PY7Ad,P0AEX9,3PY7
1549,PDP:3Q27Aa,P0AEX9,3Q25
1550,PDP:3Q27Ab,P0AEX9,3Q25
1551,PDP:3Q27Aa,P0AEX9,3Q26
1552,PDP:3Q27Ab,P0AEX9,3Q26
1553,PDP:3Q27Aa,P0AEX9,3Q27
1554,PDP:3Q27Ab,P0AEX9,3Q27
1555,PDP:3Q27Aa,P0AEX9,3Q28
1556,PDP:3Q27Ab,P0AEX9,3Q28
1557,PDP:3Q27Aa,P0AEX9,3Q29
1558,PDP:3Q27Ab,P0AEX9,3Q29
1561,PDP:3Q27Aa,P0AEX9,3RLF
1562,PDP:3Q27Ab,P0AEX9,3RLF
1563,PDP:3Q27Aa,P0AEX9,3RUM
1564,PDP:3Q27Ab,P0AEX9,3RUM
1565,PDP:3Q27Aa,P0AEX9,3SER
1566,PDP:3Q27Ab,P0AEX9,3SER
1569,PDP:3Q27Aa,P0AEX9,3SES
1570,PDP:3Q27Ab,P0AEX9,3SES
1573,PDP:3Q27Aa,P0AEX9,3SET
1574,PDP:3Q27Ab,P0AEX9,3SET
1577,PDP:3Q27Aa,P0AEX9,3SEU
1578,PDP:3Q27Ab,P0AEX9,3SEU
1579,PDP:3Q27Aa,P0AEX9,3SEV
1580,PDP:3Q27Ab,P0AEX9,3SEV
1585,PDP:3Q27Aa,P0AEX9,3SEW
1586,PDP:3Q27Ab,P0AEX9,3SEW
1587,PDP:3Q27Aa,P0AEX9,3SEX
1588,PDP:3Q27Ab,P0AEX9,3SEX
1591,PDP:3Q27Aa,P0AEX9,3SEY
1592,PDP:3Q27Ab,P0AEX9,3SEY
1597,PDP:3Q27Aa,P0AEX9,3VFJ
1598,PDP:3Q27Ab,P0AEX9,3VFJ
1599,PDP:3Q27Aa,P0AEX9,3W15
1600,PDP:3Q27Ab,P0AEX9,3W15
1601,PDP:3WAIAa,P0AEX9,3WAI
1602,PDP:3WAIAb,P0AEX9,3WAI
1603,PDP:3WAIAc,P0AEX9,3WAI
1604,PDP:3WAIAd,P0AEX9,3WAI
1605,PDP:3WAIAe,P0AEX9,3WAI
1606,PDP:3WAIAf,P0AEX9,3WAI
1607,PDP:3Q27Aa,P0AEX9,3WOA
1608,PDP:3Q27Ab,P0AEX9,3WOA
1609,PDP:4B3NAa,P0AEX9,4B3N
1610,PDP:4B3NAb,P0AEX9,4B3N
1611,PDP:4B3NAc,P0AEX9,4B3N
1615,PDP:4BL8Aa,P0AEX9,4BL8
1616,PDP:4BL8Ab,P0AEX9,4BL8
1617,PDP:4BL8Ac,P0AEX9,4BL8
1618,PDP:4BL8Ad,P0AEX9,4BL8
1623,PDP:4BLBAa,P0AEX9,4BL9
1624,PDP:4BLBAb,P0AEX9,4BL9
1625,PDP:4BLBAc,P0AEX9,4BL9
1626,PDP:4BLBAd,P0AEX9,4BL9
1639,PDP:4BLBAa,P0AEX9,4BLA
1640,PDP:4BLBAb,P0AEX9,4BLA
1641,PDP:4BLBAc,P0AEX9,4BLA
1642,PDP:4BLBAd,P0AEX9,4BLA
1655,PDP:4BLBAa,P0AEX9,4BLB
1656,PDP:4BLBAb,P0AEX9,4BLB
1657,PDP:4BLBAc,P0AEX9,4BLB
1658,PDP:4BLBAd,P0AEX9,4BLB
1671,PDP:4BLBAa,P0AEX9,4BLD
1672,PDP:4BLBAb,P0AEX9,4BLD
1673,PDP:4BLBAc,P0AEX9,4BLD
1674,PDP:4BLBAd,P0AEX9,4BLD
1687,PDP:4DXBAa,P0AEX9,4DXB
1688,PDP:4DXBAb,P0AEX9,4DXB
1689,PDP:4DXBAc,P0AEX9,4DXB
1690,PDP:4DXBAd,P0AEX9,4DXB
1695,PDP:4DXBAa,P0AEX9,4DXC
1696,PDP:4DXBAb,P0AEX9,4DXC
1697,PDP:4DXBAc,P0AEX9,4DXC
1698,PDP:4DXBAd,P0AEX9,4DXC
1699,PDP:4EDQAa,P0AEX9,4EDQ
1700,PDP:4EDQAb,P0AEX9,4EDQ
1701,PDP:4EDQAc,P0AEX9,4EDQ
1705,PDP:4EGCAa,P0AEX9,4EGC
1706,PDP:4EGCAb,P0AEX9,4EGC
1707,PDP:4EGCAc,P0AEX9,4EGC
1708,PDP:4EGCAd,P0AEX9,4EGC
1709,PDP:4EXKAa,P0AEX9,4EXK
1710,PDP:4EXKAb,P0AEX9,4EXK
1711,PDP:4EXKAc,P0AEX9,4EXK
1712,PDP:3Q27Aa,P0AEX9,4FE8
1713,PDP:3Q27Ab,P0AEX9,4FE8
1718,PDP:3Q27Aa,P0AEX9,4FEB
1719,PDP:3Q27Ab,P0AEX9,4FEB
1724,PDP:3Q27Aa,P0AEX9,4FEC
1725,PDP:3Q27Ab,P0AEX9,4FEC
1730,PDP:3Q27Aa,P0AEX9,4FED
1731,PDP:3Q27Ab,P0AEX9,4FED
1736,PDP:3Q27Aa,P0AEX9,4GIZ
1737,PDP:3Q27Ab,P0AEX9,4GIZ
1740,PDP:3Q27Aa,P0AEX9,4GLI
1741,PDP:3Q27Ab,P0AEX9,4GLI
1742,PDP:3Q27Aa,P0AEX9,4IFP
1743,PDP:3Q27Ab,P0AEX9,4IFP
1748,PDP:3Q27Aa,P0AEX9,4IKM
1749,PDP:3Q27Ab,P0AEX9,4IKM
1750,PDP:3Q27Aa,P0AEX9,4IRL
1751,PDP:3Q27Ab,P0AEX9,4IRL
1756,PDP:3Q27Aa,P0AEX9,4JBZ
1757,PDP:3Q27Ab,P0AEX9,4JBZ
1762,PDP:3Q27Aa,P0AEX9,4JKM
1763,PDP:3Q27Ab,P0AEX9,4JKM
1766,PDP:4KEGAa,P0AEX9,4KEG
1767,PDP:4KEGAb,P0AEX9,4KEG
1768,PDP:4KEGAc,P0AEX9,4KEG
1769,PDP:3Q27Aa,P0AEX9,4KHZ
1770,PDP:3Q27Ab,P0AEX9,4KHZ
1771,PDP:3Q27Aa,P0AEX9,4KI0
1772,PDP:3Q27Ab,P0AEX9,4KI0
1773,PDP:4KV3Aa,P0AEX9,4KV3
1774,PDP:4KV3Ab,P0AEX9,4KV3
1775,PDP:4KV3Ac,P0AEX9,4KV3
1779,PDP:3Q27Aa,P0AEX9,4KYC
1780,PDP:3Q27Ab,P0AEX9,4KYC
1781,PDP:3Q27Aa,P0AEX9,4KYD
1782,PDP:3Q27Ab,P0AEX9,4KYD
1785,PDP:3Q27Aa,P0AEX9,4KYE
1786,PDP:3Q27Ab,P0AEX9,4KYE
1787,PDP:4XAIAa,P0AEX9,4LOG
1788,PDP:4XAIAb,P0AEX9,4LOG
1789,PDP:4XAIAc,P0AEX9,4LOG
1793,PDP:3Q27Aa,P0AEX9,4MBP
1794,PDP:3Q27Ab,P0AEX9,4MBP
1795,PDP:4KEGAa,P0AEX9,4N4X
1796,PDP:4KEGAb,P0AEX9,4N4X
1797,PDP:4KEGAc,P0AEX9,4N4X
1798,PDP:3F5FAa,P0AEX9,4NDZ
1799,PDP:3F5FAb,P0AEX9,4NDZ
1800,PDP:3F5FAc,P0AEX9,4NDZ
1801,PDP:3F5FAd,P0AEX9,4NDZ
1818,PDP:3Q27Aa,P0AEX9,4O2X
1819,PDP:3Q27Ab,P0AEX9,4O2X
1822,PDP:3Q27Aa,P0AEX9,4OGM
1823,PDP:3Q27Ab,P0AEX9,4OGM
1824,PDP:3Q27Aa,P0AEX9,4PE2
1825,PDP:3Q27Ab,P0AEX9,4PE2
1826,PDP:4QSZAa,P0AEX9,4QSZ
1827,PDP:4QSZAb,P0AEX9,4QSZ
1828,PDP:4QSZAc,P0AEX9,4QSZ
1829,PDP:4QSZAd,P0AEX9,4QSZ
1834,PDP:4QVHAa,P0AEX9,4QVH
1835,PDP:4QVHAb,P0AEX9,4QVH
1836,PDP:4QVHAc,P0AEX9,4QVH
1837,PDP:4QVHAd,P0AEX9,4QVH
1838,PDP:4QVHAe,P0AEX9,4QVH
1844,PDP:4R0YAa,P0AEX9,4R0Y
1845,PDP:4R0YAb,P0AEX9,4R0Y
1846,PDP:4R0YAc,P0AEX9,4R0Y
1850,PDP:3Q27Aa,P0AEX9,4RG5
1851,PDP:3Q27Ab,P0AEX9,4RG5
1854,PDP:4RWFAa,P0AEX9,4RWF
1855,PDP:4RWFAb,P0AEX9,4RWF
1856,PDP:4RWFAc,P0AEX9,4RWF
1857,PDP:4RWFAd,P0AEX9,4RWF
1858,PDP:4RWFAa,P0AEX9,4RWG
1859,PDP:4RWFAb,P0AEX9,4RWG
1860,PDP:4RWFAc,P0AEX9,4RWG
1861,PDP:4RWFAd,P0AEX9,4RWG
1870,PDP:3Q27Aa,P0AEX9,4TSM
1871,PDP:3Q27Ab,P0AEX9,4TSM
1876,PDP:3Q27Aa,P0AEX9,4WJV
1877,PDP:3Q27Ab,P0AEX9,4WJV
1884,PDP:4WMUAa,P0AEX9,4WMS
1885,PDP:4WMUAb,P0AEX9,4WMS
1886,PDP:4WMUAc,P0AEX9,4WMS
1887,PDP:4WMUAa,P0AEX9,4WMT
1888,PDP:4WMUAb,P0AEX9,4WMT
1889,PDP:4WMUAc,P0AEX9,4WMT
1890,PDP:4WMUAa,P0AEX9,4WMU
1891,PDP:4WMUAb,P0AEX9,4WMU
1892,PDP:4WMUAc,P0AEX9,4WMU
1893,PDP:4WMUAa,P0AEX9,4WMV
1894,PDP:4WMUAb,P0AEX9,4WMV
1895,PDP:4WMUAc,P0AEX9,4WMV
1896,PDP:4WMUAa,P0AEX9,4WMW
1897,PDP:4WMUAb,P0AEX9,4WMW
1898,PDP:4WMUAc,P0AEX9,4WMW
1899,PDP:4WMUAa,P0AEX9,4WMX
1900,PDP:4WMUAb,P0AEX9,4WMX
1901,PDP:4WMUAc,P0AEX9,4WMX
1902,PDP:3Q27Aa,P0AEX9,4WTH
1903,PDP:3Q27Ab,P0AEX9,4WTH
1906,PDP:4WVIAa,P0AEX9,4WVH
1907,PDP:4WVIAb,P0AEX9,4WVH
1908,PDP:4WVIAc,P0AEX9,4WVH
1909,PDP:4XAIAa,P0AEX9,4XAJ
1910,PDP:4XAIAb,P0AEX9,4XAJ
1911,PDP:4XAIAc,P0AEX9,4XAJ
1921,PDP:3Q27Aa,P0AEX9,4XR8
1922,PDP:3Q27Ab,P0AEX9,4XR8
1925,PDP:3Q27Aa,P0AEX9,4XZS
1926,PDP:3Q27Ab,P0AEX9,4XZS
1929,PDP:3Q27Aa,P0AEX9,4XZV
1930,PDP:3Q27Ab,P0AEX9,4XZV
1937,PDP:3Q27Aa,P0AEX9,5AQ9
1938,PDP:3Q27Ab,P0AEX9,5AQ9
1941,PDP:3Q27Aa,P0AEX9,5AZ6
1942,PDP:3Q27Ab,P0AEX9,5AZ6
1945,PDP:3Q27Aa,P0AEX9,5AZ7
1946,PDP:3Q27Ab,P0AEX9,5AZ7
1947,PDP:3Q27Aa,P0AEX9,5AZ8
1948,PDP:3Q27Ab,P0AEX9,5AZ8
1949,PDP:3Q27Aa,P0AEX9,5AZ9
1950,PDP:3Q27Ab,P0AEX9,5AZ9
1951,PDP:5AZAAa,P0AEX9,5AZA
1952,PDP:5AZAAb,P0AEX9,5AZA
1953,PDP:5AZAAc,P0AEX9,5AZA
1954,PDP:5AZAAd,P0AEX9,5AZA
1955,PDP:5AZAAe,P0AEX9,5AZA
1956,PDP:5AZAAf,P0AEX9,5AZA
1957,PDP:5AZAAg,P0AEX9,5AZA
1958,PDP:5C7RAa,P0AEX9,5C7R
1959,PDP:5C7RAb,P0AEX9,5C7R
1960,PDP:5C7RAc,P0AEX9,5C7R
1964,PDP:3Q27Aa,P0AEX9,5CBN
1965,PDP:3Q27Ab,P0AEX9,5CBN
1966,PDP:3Q27Aa,P0AEX9,5CFV
1967,PDP:3Q27Ab,P0AEX9,5CFV
1968,PDP:5DFMAa,P0AEX9,5DFM
1969,PDP:5DFMAb,P0AEX9,5DFM
1970,PDP:5DFMAc,P0AEX9,5DFM
1974,PDP:5DISDa,P0AEX9,5DIS
1975,PDP:5DISDb,P0AEX9,5DIS
1976,PDP:5DISDc,P0AEX9,5DIS
1977,PDP:5FSGAa,P0AEX9,5FSG
1978,PDP:5FSGAb,P0AEX9,5FSG
1979,PDP:5FSGAc,P0AEX9,5FSG
1980,PDP:5HZ7Aa,P0AEX9,5HZ7
1981,PDP:5HZ7Ab,P0AEX9,5HZ7
1982,PDP:5HZ7Ac,P0AEX9,5HZ7
1983,PDP:5HZ7Ad,P0AEX9,5HZ7
1984,PDP:3Q27Aa,P0AEX9,5I69
1985,PDP:3Q27Ab,P0AEX9,5I69
1986,d1oxxk1,P68187,1Q12
1987,d1oxxk2,P68187,1Q12
1994,d1oxxk1,P68187,1Q1B
1995,d1oxxk2,P68187,1Q1B
2002,d1oxxk1,P68187,1Q1E
2003,d1oxxk2,P68187,1Q1E
2006,d1oxxk1,P68187,2AWN
2007,d1oxxk2,P68187,2AWN
2014,d1oxxk1,P68187,2AWO
2015,d1oxxk2,P68187,2AWO
2022,d1oxxk1,P68187,2R6G
2023,d1oxxk2,P68187,2R6G
2026,d1oxxk1,P68187,3FH6
2027,d1oxxk2,P68187,3FH6
2034,d1oxxk1,P68187,3GD7
2035,d1oxxk2,P68187,3GD7
2042,d1oxxk1,P68187,3PUV
2043,d1oxxk2,P68187,3PUV
2046,d1oxxk1,P68187,3PUW
2047,d1oxxk2,P68187,3PUW
2050,d1oxxk1,P68187,3PUX
2051,d1oxxk2,P68187,3PUX
2054,d1oxxk1,P68187,3PUY
2055,d1oxxk2,P68187,3PUY
2058,d1oxxk1,P68187,3PUZ
2059,d1oxxk2,P68187,3PUZ
2062,d1oxxk1,P68187,3PV0
2063,d1oxxk2,P68187,3PV0
2066,d1oxxk1,P68187,3RLF
2067,d1oxxk2,P68187,3RLF
2070,d1oxxk1,P68187,4JBW
2071,d1oxxk2,P68187,4JBW
2078,d1oxxk1,P68187,4KI0
2079,d1oxxk2,P68187,4KI0
2082,d2mpra_,P02943,1AF6
2085,d2mpra_,P02943,1MAL
2088,d2mpra_,P02943,1MPM
2091,d2mpra_,P02943,1MPN
2094,d2mpra_,P02943,1MPO
2097,d2mpra_,P02943,1MPQ
2100,PDP:5F6RAa,P0A6Q3,1MKA
2102,PDP:5F6RAa,P0A6Q3,1MKB
2104,PDP:5F6RAa,P0A6Q3,4KEH
2106,d1zk4a1,P0AEK2,1I01
2114,d1zk4a1,P0AEK2,1Q7B
2118,d1zk4a1,P0AEK2,1Q7C
2120,PDP:3MQDAa,P0AAI5,1B3N
2121,PDP:3MQDAa,P0AAI5,1KAS
2122,PDP:3MQDAa,P0AAI5,2GFV
2123,PDP:3MQDAa,P0AAI5,2GFW
2124,PDP:3MQDAa,P0AAI5,2GFX
2125,PDP:3MQDAa,P0AAI5,2GFY
2126,PDP:3MQDAa,P0AAI5,3G0Y
2127,PDP:3MQDAa,P0AAI5,3G11
2128,PDP:3MQDAa,P0AAI5,3HNZ
2129,PDP:3MQDAa,P0AAI5,3HO2
2130,PDP:3MQDAa,P0AAI5,3HO9
2131,PDP:3MQDAa,P0AAI5,3I8P
2132,PDP:3MQDAa,P0A953,1DD8
2136,PDP:3MQDAa,P0A953,1EK4
2140,PDP:3MQDAa,P0A953,1F91
2144,PDP:3MQDAa,P0A953,1FJ4
2148,PDP:3MQDAa,P0A953,1FJ8
2152,PDP:3MQDAa,P0A953,1G5X
2156,PDP:3MQDAa,P0A953,1H4F
2160,PDP:3MQDAa,P0A953,2AQ7
2164,PDP:3MQDAa,P0A953,2AQB
2168,PDP:3MQDAa,P0A953,2BUH
2172,PDP:3MQDAa,P0A953,2BUI
2176,PDP:3MQDAa,P0A953,2BYW
2180,PDP:3MQDAa,P0A953,2BYX
2184,PDP:3MQDAa,P0A953,2BYY
2188,PDP:3MQDAa,P0A953,2BYZ
2192,PDP:3MQDAa,P0A953,2BZ3
2196,PDP:3MQDAa,P0A953,2BZ4
2200,PDP:3MQDAa,P0A953,2CDH
2203,PDP:3MQDAa,P0A953,2CF2
2205,PDP:3MQDAa,P0A953,2VB7
2209,PDP:3MQDAa,P0A953,2VB8
2213,PDP:3MQDAa,P0A953,2VB9
2217,PDP:3MQDAa,P0A953,2VBA
2221,d1jeta_,P77348,3O9P
2222,d1jeta_,P77348,4TOZ
2224,d1oaca1,P46883,1D6U
2225,d1oaca2,P46883,1D6U
2226,d1oaca3,P46883,1D6U
2227,d1oaca4,P46883,1D6U
2232,d1oaca1,P46883,1D6Y
2233,d1oaca2,P46883,1D6Y
2234,d1oaca3,P46883,1D6Y
2235,d1oaca4,P46883,1D6Y
2240,d1oaca1,P46883,1D6Z
2241,d1oaca2,P46883,1D6Z
2242,d1oaca3,P46883,1D6Z
2243,d1oaca4,P46883,1D6Z
2248,d1oaca1,P46883,1DYU
2249,d1oaca2,P46883,1DYU
2250,d1oaca3,P46883,1DYU
2251,d1oaca4,P46883,1DYU
2256,d1oaca1,P46883,1JRQ
2257,d1oaca2,P46883,1JRQ
2258,d1oaca3,P46883,1JRQ
2259,d1oaca4,P46883,1JRQ
2264,d1oaca1,P46883,1LVN
2265,d1oaca2,P46883,1LVN
2266,d1oaca3,P46883,1LVN
2267,d1oaca4,P46883,1LVN
2272,d1oaca1,P46883,1OAC
2273,d1oaca2,P46883,1OAC
2274,d1oaca3,P46883,1OAC
2275,d1oaca4,P46883,1OAC
2280,d1oaca1,P46883,1QAF
2281,d1oaca2,P46883,1QAF
2282,d1oaca3,P46883,1QAF
2283,d1oaca4,P46883,1QAF
2288,d1oaca1,P46883,1QAK
2289,d1oaca2,P46883,1QAK
2290,d1oaca3,P46883,1QAK
2291,d1oaca4,P46883,1QAK
2296,d1oaca1,P46883,1QAL
2297,d1oaca2,P46883,1QAL
2298,d1oaca3,P46883,1QAL
2299,d1oaca4,P46883,1QAL
2304,d1oaca1,P46883,1SPU
2305,d1oaca2,P46883,1SPU
2306,d1oaca3,P46883,1SPU
2307,d1oaca4,P46883,1SPU
2312,d1oaca1,P46883,2W0Q
2313,d1oaca2,P46883,2W0Q
2314,d1oaca3,P46883,2W0Q
2315,d1oaca4,P46883,2W0Q
2320,d1oaca1,P46883,2WGQ
2321,d1oaca2,P46883,2WGQ
2322,d1oaca3,P46883,2WGQ
2323,d1oaca4,P46883,2WGQ
2328,d1oaca1,P46883,2WO0
2329,d1oaca2,P46883,2WO0
2330,d1oaca3,P46883,2WO0
2331,d1oaca4,P46883,2WO0
2336,d1oaca1,P46883,2WOF
2337,d1oaca2,P46883,2WOF
2338,d1oaca3,P46883,2WOF
2339,d1oaca4,P46883,2WOF
2344,d1oaca1,P46883,2WOH
2345,d1oaca2,P46883,2WOH
2346,d1oaca3,P46883,2WOH
2347,d1oaca4,P46883,2WOH
2352,d1vb3a1,P00934,1VB3
2353,d1jeta_,P23843,3TCF
2361,d1jeta_,P23843,3TCG
2369,d1jeta_,P23843,3TCH
2370,PDP:4OY3Aa,P0AF12,1JYS
2372,PDP:4OY3Aa,P0AF12,1NC1
2374,PDP:4OY3Aa,P0AF12,1NC3
2376,PDP:4OY3Aa,P0AF12,1Y6Q
2378,PDP:4OY3Aa,P0AF12,1Y6R
2380,PDP:4OY3Aa,P0AF12,1Z5N
2382,PDP:4OY3Aa,P0AF12,1Z5O
2384,PDP:4OY3Aa,P0AF12,1Z5P
2385,PDP:4OY3Aa,P0AF12,3O4V
2387,PDP:4OY3Aa,P0AF12,4YML
2388,PDP:2XHZAa,P45395,2XHZ
2392,d1t8ka_,P0A6A8,1ACP
2393,d1t8ka_,P0A6A8,1L0H
2394,d1t8ka_,P0A6A8,1L0I
2395,d1t8ka_,P0A6A8,1T8K
2396,d1t8ka_,P0A6A8,2FAC
2398,d1t8ka_,P0A6A8,2FAD
2400,d1t8ka_,P0A6A8,2FAE
2402,d1t8ka_,P0A6A8,2FHS
2403,d1t8ka_,P0A6A8,2K92
2404,d1t8ka_,P0A6A8,2K93
2405,d1t8ka_,P0A6A8,2K94
2406,PDP:5KP7Ba,P0A6A8,3EJB
2410,PDP:5KP7Ba,P0A6A8,3EJD
2414,PDP:5KP7Ba,P0A6A8,3EJE
2418,d1t8ka_,P0A6A8,3NY7
2419,PDP:3QOMAa,Q46829,2XHY
2423,PDP:3OKSAa,P22256,1SF2
2424,PDP:3OKSAb,P22256,1SF2
2431,PDP:3OKSAa,P22256,1SFF
2432,PDP:3OKSAb,P22256,1SFF
2439,PDP:3OKSAa,P22256,1SZK
2440,PDP:3OKSAb,P22256,1SZK
2447,PDP:3OKSAa,P22256,1SZS
2448,PDP:3OKSAb,P22256,1SZS
2455,PDP:3OKSAa,P22256,1SZU
2456,PDP:3OKSAb,P22256,1SZU
2463,d1o04a_,P77674,1WNB
2467,d1o04a_,P77674,1WND
2471,d1k6da_,P76458,1K6D
2473,d1k6da_,P76458,5DBN
2477,PDP:3RRLBa,P76459,5DBN
2478,PDP:3RRLBb,P76459,5DBN
2485,PDP:4DD5Aa,P76461,4WYS
2489,PDP:4DD5Aa,P76461,5F0V
2493,PDP:4DD5Aa,P76461,5F38
2497,PDP:2F9IAa,P0ABD5,2F9Y
2498,d2f9yb1,P0A9Q5,2F9Y
2499,d1bdoa_,P0ABD8,1A6X
2500,d1bdoa_,P0ABD8,1BDO
2501,d1bdoa_,P0ABD8,2BDO
2502,d1bdoa_,P0ABD8,3BDO
2503,PDP:4HR7Ba,P0ABD8,4HR7
2507,PDP:4MV4Aa,P24182,1BNC
2508,PDP:4MV4Ab,P24182,1BNC
2509,PDP:4MV4Ac,P24182,1BNC
2510,PDP:4MV4Ad,P24182,1BNC
2515,PDP:4MV4Aa,P24182,1DV1
2516,PDP:4MV4Ab,P24182,1DV1
2517,PDP:4MV4Ac,P24182,1DV1
2518,PDP:4MV4Ad,P24182,1DV1
2523,PDP:4MV4Aa,P24182,1DV2
2524,PDP:4MV4Ab,P24182,1DV2
2525,PDP:4MV4Ac,P24182,1DV2
2526,PDP:4MV4Ad,P24182,1DV2
2531,PDP:4MV4Aa,P24182,2GPS
2532,PDP:4MV4Ab,P24182,2GPS
2533,PDP:4MV4Ac,P24182,2GPS
2534,PDP:4MV4Ad,P24182,2GPS
2539,PDP:4MV4Aa,P24182,2GPW
2540,PDP:4MV4Ab,P24182,2GPW
2541,PDP:4MV4Ac,P24182,2GPW
2542,PDP:4MV4Ad,P24182,2GPW
2555,PDP:4MV4Aa,P24182,2J9G
2556,PDP:4MV4Ab,P24182,2J9G
2557,PDP:4MV4Ac,P24182,2J9G
2558,PDP:4MV4Ad,P24182,2J9G
2563,PDP:4MV4Aa,P24182,2V58
2564,PDP:4MV4Ab,P24182,2V58
2565,PDP:4MV4Ac,P24182,2V58
2566,PDP:4MV4Ad,P24182,2V58
2571,PDP:4MV4Aa,P24182,2V59
2572,PDP:4MV4Ab,P24182,2V59
2573,PDP:4MV4Ac,P24182,2V59
2574,PDP:4MV4Ad,P24182,2V59
2579,PDP:4MV4Aa,P24182,2V5A
2580,PDP:4MV4Ab,P24182,2V5A
2581,PDP:4MV4Ac,P24182,2V5A
2582,PDP:4MV4Ad,P24182,2V5A
2587,PDP:4MV4Aa,P24182,2VR1
2588,PDP:4MV4Ab,P24182,2VR1
2589,PDP:4MV4Ac,P24182,2VR1
2590,PDP:4MV4Ad,P24182,2VR1
2595,PDP:4MV4Aa,P24182,2W6M
2596,PDP:4MV4Ab,P24182,2W6M
2597,PDP:4MV4Ac,P24182,2W6M
2598,PDP:4MV4Ad,P24182,2W6M
2603,PDP:4MV4Aa,P24182,2W6N
2604,PDP:4MV4Ab,P24182,2W6N
2605,PDP:4MV4Ac,P24182,2W6N
2606,PDP:4MV4Ad,P24182,2W6N
2611,PDP:4MV4Aa,P24182,2W6O
2612,PDP:4MV4Ab,P24182,2W6O
2613,PDP:4MV4Ac,P24182,2W6O
2614,PDP:4MV4Ad,P24182,2W6O
2619,PDP:4MV4Aa,P24182,2W6P
2620,PDP:4MV4Ab,P24182,2W6P
2621,PDP:4MV4Ac,P24182,2W6P
2622,PDP:4MV4Ad,P24182,2W6P
2627,PDP:4MV4Aa,P24182,2W6Q
2628,PDP:4MV4Ab,P24182,2W6Q
2629,PDP:4MV4Ac,P24182,2W6Q
2630,PDP:4MV4Ad,P24182,2W6Q
2635,PDP:4MV4Aa,P24182,2W6Z
2636,PDP:4MV4Ab,P24182,2W6Z
2637,PDP:4MV4Ac,P24182,2W6Z
2638,PDP:4MV4Ad,P24182,2W6Z
2643,PDP:4MV4Aa,P24182,2W70
2644,PDP:4MV4Ab,P24182,2W70
2645,PDP:4MV4Ac,P24182,2W70
2646,PDP:4MV4Ad,P24182,2W70
2651,PDP:4MV4Aa,P24182,2W71
2652,PDP:4MV4Ab,P24182,2W71
2653,PDP:4MV4Ac,P24182,2W71
2654,PDP:4MV4Ad,P24182,2W71
2659,PDP:4MV4Aa,P24182,3G8C
2660,PDP:4MV4Ab,P24182,3G8C
2661,PDP:4MV4Ac,P24182,3G8C
2662,PDP:4MV4Ad,P24182,3G8C
2667,PDP:4MV4Aa,P24182,3G8D
2668,PDP:4MV4Ab,P24182,3G8D
2669,PDP:4MV4Ac,P24182,3G8D
2670,PDP:4MV4Ad,P24182,3G8D
2675,PDP:4MV4Aa,P24182,3JZF
2676,PDP:4MV4Ab,P24182,3JZF
2677,PDP:4MV4Ac,P24182,3JZF
2678,PDP:4MV4Ad,P24182,3JZF
2683,PDP:4MV4Aa,P24182,3JZI
2684,PDP:4MV4Ab,P24182,3JZI
2685,PDP:4MV4Ac,P24182,3JZI
2686,PDP:4MV4Ad,P24182,3JZI
2691,PDP:4MV4Aa,P24182,3RUP
2692,PDP:4MV4Ab,P24182,3RUP
2693,PDP:4MV4Ac,P24182,3RUP
2694,PDP:4MV4Ad,P24182,3RUP
2699,PDP:4MV4Aa,P24182,3RV3
2700,PDP:4MV4Ab,P24182,3RV3
2701,PDP:4MV4Ac,P24182,3RV3
2702,PDP:4MV4Ad,P24182,3RV3
2707,PDP:4MV4Aa,P24182,3RV4
2708,PDP:4MV4Ab,P24182,3RV4
2709,PDP:4MV4Ac,P24182,3RV4
2710,PDP:4MV4Ad,P24182,3RV4
2711,PDP:4MV4Aa,P24182,4HR7
2712,PDP:4MV4Ab,P24182,4HR7
2713,PDP:4MV4Ac,P24182,4HR7
2714,PDP:4MV4Ad,P24182,4HR7
2727,d1ibaa_,P69786,1IBA
2728,PDP:3BP3Aa,P69786,1O2F
2729,PDP:3BP3Aa,P69786,3BP3
2731,PDP:3BP3Aa,P69786,3BP8
